tree,run,arm,seed,benchmark,result_dir,suite_or_task,tag,n_episodes,successes,success_rate,se,checkpoint_step,source_path,is_full_protocol
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_goal,libero_goal,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-plus-step10000-sampled256/libero_goal/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_object,libero_object,,64,48,0.75000000,0.05412659,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-plus-step10000-sampled256/libero_object/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_spatial,libero_spatial,,64,44,0.68750000,0.05793905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-plus-step10000-sampled256/libero_spatial/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_goal,,64,43,0.67187500,0.05869133,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_object,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_spatial,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_10,libero_10,,64,39,0.60937500,0.06098631,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/libero_10/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_goal,libero_goal,,64,43,0.67187500,0.05869133,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/libero_goal/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_object,libero_object,,64,52,0.81250000,0.04878905,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/libero_object/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_spatial,libero_spatial,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-plus-step10000-sampled256/libero_spatial/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256,libero_spatial,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_10,libero_10,,64,40,0.62500000,0.06051536,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/libero_10/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_goal,libero_goal,,64,47,0.73437500,0.05520818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/libero_goal/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_object,libero_object,,64,50,0.78125000,0.05167483,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/libero_object/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-plus-step10000-sampled256,libero-plus-step10000-sampled256/libero_spatial,libero_spatial,,64,42,0.65625000,0.05936986,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-plus-step10000-sampled256/libero_spatial/overall_results.json,False
starVLA,ervla_h_enc_choice_cam3d,other,42,libero-plus_attempts_1576237_1602118_1602165,libero-plus_attempts_1576237_1602118_1602165/libero_10,libero_10,,84,58,0.69047619,0.05044077,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_h_enc_choice_cam3d/results/libero-plus_attempts_1576237_1602118_1602165/libero_10/overall_results.json,False
starVLA,ervla_j_dec_choice_staged_cam3d,other,42,libero-plus_attempts_1584473_1602121_1602167,libero-plus_attempts_1584473_1602121_1602167/libero_10,libero_10,,97,68,0.70103093,0.04648318,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_j_dec_choice_staged_cam3d/results/libero-plus_attempts_1584473_1602121_1602167/libero_10/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-r2,libero-r2,libero_10,,100,90,0.90000000,0.03000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-r2/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-r2,libero-r2,libero_goal,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-r2/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-r2,libero-r2,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-r2/overall_results.json,False
starVLA,ervla_z3_pi_w32_anchor_tied_dynamics,other,42,libero-r2,libero-r2,libero_spatial,,100,93,0.93000000,0.02551470,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_z3_pi_w32_anchor_tied_dynamics/results/libero-r2/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_latent32,CoT-trace,42,libero-step10000,libero-step10000,libero_10,,100,69,0.69000000,0.04624932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_latent32,CoT-trace,42,libero-step10000,libero-step10000,libero_goal,,100,85,0.85000000,0.03570714,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_latent32,CoT-trace,42,libero-step10000,libero-step10000,libero_object,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_latent32,CoT-trace,42,libero-step10000,libero-step10000,libero_spatial,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-step10000,libero-step10000,libero_10,,100,66,0.66000000,0.04737088,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-step10000,libero-step10000,libero_goal,,100,91,0.91000000,0.02861818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-step10000,libero-step10000,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_k2_pi_cam3d_cot05_pifix_nolatent,CoT-trace,42,libero-step10000,libero-step10000,libero_spatial,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_k2_pi_cam3d_cot05_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-step10000,libero-step10000,libero_10,,100,72,0.72000000,0.04489989,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-step10000,libero-step10000,libero_goal,,100,82,0.82000000,0.03841875,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-step10000,libero-step10000,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_latent32,encoder,42,libero-step10000,libero-step10000,libero_spatial,,100,88,0.88000000,0.03249615,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_latent32/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-step10000,libero-step10000,libero_10,,100,80,0.80000000,0.04000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-step10000,libero-step10000,libero_goal,,100,92,0.92000000,0.02712932,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-step10000,libero-step10000,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_w2_pi_encoder_actiononly_pifix_nolatent,encoder,42,libero-step10000,libero-step10000,libero_spatial,,100,89,0.89000000,0.03128898,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_w2_pi_encoder_actiononly_pifix_nolatent/results/libero-step10000/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-step10000,libero-step10000,libero_10,,100,85,0.85000000,0.03570714,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-step10000/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-step10000,libero-step10000,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-step10000/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-step10000,libero-step10000,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-step10000/overall_results.json,False
starVLA,ervla_y2_pi_k_structaux15_cot,CoT-trace,42,libero-step10000,libero-step10000,libero_spatial,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_y2_pi_k_structaux15_cot/results/libero-step10000/overall_results.json,False
starVLA,ervla_pi_projected_numeric_correct,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_10,,100,93,0.93000000,0.02551470,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_correct/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_correct,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_goal,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_correct/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_correct,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_object,,100,99,0.99000000,0.00994987,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_correct/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_correct,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_spatial,,100,96,0.96000000,0.01959592,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_correct/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_noaux,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_10,,100,91,0.91000000,0.02861818,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_noaux/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_noaux,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_goal,,100,95,0.95000000,0.02179449,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_noaux/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_noaux,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_noaux/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_noaux,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_noaux/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_shuffled,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_10,,100,89,0.89000000,0.03128898,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_shuffled/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_shuffled,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_goal,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_shuffled/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_shuffled,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_shuffled/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,ervla_pi_projected_numeric_shuffled,other,42,libero-step20000-numeric-v1,libero-step20000-numeric-v1,libero_spatial,,100,95,0.95000000,0.02179449,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_pi_projected_numeric_shuffled/results/libero-step20000-numeric-v1/overall_results.json,False
starVLA,libero_qwen08b_oft_cot_trace_ours_ft,CoT-trace,42,login-smoke-libero-object-clean,login-smoke-libero-object-clean,libero_object,,10,9,0.90000000,0.09486833,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/login-smoke-libero-object-clean/overall_results.json,False
starVLA,libero_qwen08b_oft_cot_trace_ours_ft,CoT-trace,42,login-smoke-libero-object-source-target-4cm,login-smoke-libero-object-source-target-4cm,libero_object,,10,5,0.50000000,0.15811388,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/login-smoke-libero-object-source-target-4cm/overall_results.json,False
starVLA,libero_qwen08b_oft_cot_trace_ours_ft,CoT-trace,42,login-smoke-libero-object-source-target-6cm,login-smoke-libero-object-source-target-6cm,libero_object,,10,1,0.10000000,0.09486833,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/libero_qwen08b_oft_cot_trace_ours_ft/results/login-smoke-libero-object-source-target-6cm/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/baseline,libero_10,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/baseline/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/baseline,libero_goal,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/baseline/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/baseline,libero_object,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/baseline/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/baseline,libero_spatial,,100,94,0.94000000,0.02374868,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/baseline/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/numeric,libero_10,,100,90,0.90000000,0.03000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/numeric/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/numeric,libero_goal,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/numeric/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/numeric,libero_object,,100,100,1.00000000,0.00000000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/numeric/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/numeric,libero_spatial,,100,98,0.98000000,0.01400000,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/numeric/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/random_energy,libero_10,,100,89,0.89000000,0.03128898,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/random_energy/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/random_energy,libero_goal,,100,96,0.96000000,0.01959592,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/random_energy/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/random_energy,libero_object,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/random_energy/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/libero/random_energy,libero_spatial,,100,97,0.97000000,0.01705872,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/libero/random_energy/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline,libero_10,,1000,628,0.62800000,0.01528450,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/overall_results.json,True
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline,libero_goal,,1000,657,0.65700000,0.01501170,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/overall_results.json,True
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline,libero_object,,1000,774,0.77400000,0.01322588,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/overall_results.json,True
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline,libero_spatial,,1000,718,0.71800000,0.01422941,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/overall_results.json,True
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline/libero_10,libero_10,,1000,628,0.62800000,0.01528450,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/libero_10/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline/libero_goal,libero_goal,,1000,657,0.65700000,0.01501170,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/libero_goal/overall_results.json,False
starVLA,ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop,encoder/mlm,42,mlm-numeric-paired-v1,mlm-numeric-paired-v1/plus/baseline/libero_object,libero_object,,1000,774,0.77400000,0.01322588,,/e/project1/m3/blank4/code/starVLA/playground/Checkpoints/ervla_mlm_pi_encoder_cam3d_slotdrop15_nolabeldrop_noditdrop/results/mlm-numeric-paired-v1/plus/baseline/libero_object/overall_results.json,False
